path,bytes,classification,planned_action,current_status,over_100_MiB,sha256,notes
documents/document_02/README.md,3389,NORMAL_GIT_HISTORY,PRESERVE_OR_CORRECT_UNDER_AUTHORIZED_GITHUB_ACTION,GITHUB_PUBLIC_TREE_CORRECTED,NO,12fe373142e0d8277e56f810fb11eb5916dd9a90cd5a5208a753ae66480429b2,Locked or exact source artifact
documents/document_02/The_Interrogative_Conscience_Mathematical_Examination_and_Machine_Readable_Standard_Final_v1_0.pdf,194226,NORMAL_GIT_HISTORY,PRESERVE_OR_CORRECT_UNDER_AUTHORIZED_GITHUB_ACTION,GITHUB_PUBLIC_TREE_CORRECTED,NO,bbbbcfe96558b8aa38402dc2b4cbc872ddeb1f7716860d8853dcfa2bbf5cec2f,Locked or exact source artifact
documents/document_03/README.md,2584,NORMAL_GIT_HISTORY,PRESERVE_OR_CORRECT_UNDER_AUTHORIZED_GITHUB_ACTION,GITHUB_PUBLIC_TREE_CORRECTED,NO,93b3a7d96147094e0a4dc2601c036c2b456b081eb8f7d463b59170873497862d,Locked or exact source artifact
documents/document_03/The_Interrogative_Conscience_The_Master_Question_Registry_Final_v1_0.pdf,226449,NORMAL_GIT_HISTORY,PRESERVE_OR_CORRECT_UNDER_AUTHORIZED_GITHUB_ACTION,GITHUB_PUBLIC_TREE_CORRECTED,NO,0253968609ef470c34aeaee2cc8f47179e44ab7150398215ce4741f160574fa2,Locked or exact source artifact
documents/document_04/README.md,3716,NORMAL_GIT_HISTORY,PRESERVE_OR_CORRECT_UNDER_AUTHORIZED_GITHUB_ACTION,GITHUB_PUBLIC_TREE_CORRECTED,NO,2c219ff1cf4562b456f5c29f42d683dc54c3cbe4bd324cfb6d37302ba34ef965,Locked or exact source artifact
documents/document_04/The_Interrogative_Conscience_Document_4_Epistemic_Limits_and_Self_Knowledge_Final_v1_0.pdf,201299,NORMAL_GIT_HISTORY,PRESERVE_OR_CORRECT_UNDER_AUTHORIZED_GITHUB_ACTION,GITHUB_PUBLIC_TREE_CORRECTED,NO,278d998262563028c3bf24f24b426ce118e1926566a92bf5159142d1e568dca3,Locked or exact source artifact
documents/document_05/README.md,3480,NORMAL_GIT_HISTORY,PRESERVE_OR_CORRECT_UNDER_AUTHORIZED_GITHUB_ACTION,GITHUB_PUBLIC_TREE_CORRECTED,NO,1311641a7609db363ff9edb828a6ba6f14fe9148695e31efe72a9819f2ec32c3,Locked or exact source artifact
documents/document_05/The_Interrogative_Conscience_Document_5_Objectives_Value_Integrity_and_Self_Corruption_Final_v1_0.pdf,159735,NORMAL_GIT_HISTORY,PRESERVE_OR_CORRECT_UNDER_AUTHORIZED_GITHUB_ACTION,GITHUB_PUBLIC_TREE_CORRECTED,NO,17a9e11c51ff6553d85f9e1e40959cad9a005fd154733cd7d5a957844065b92b,Locked or exact source artifact
documents/document_06/README.md,2937,NORMAL_GIT_HISTORY,PRESERVE_OR_CORRECT_UNDER_AUTHORIZED_GITHUB_ACTION,GITHUB_PUBLIC_TREE_CORRECTED,NO,4643ef4f2c34795026da6e721676063ab7be51a0db1c70fb56eddae973985d17,Locked or exact source artifact
documents/document_06/The_Interrogative_Conscience_Document_6_Coercion_Domination_and_Resistance_Final_v1_0.pdf,136452,NORMAL_GIT_HISTORY,PRESERVE_OR_CORRECT_UNDER_AUTHORIZED_GITHUB_ACTION,GITHUB_PUBLIC_TREE_CORRECTED,NO,3f139686d533b94cfd4789fe92da6d665983c94ec8e8b15e671b6a176464fe48,Locked or exact source artifact
documents/document_07/README.md,2915,NORMAL_GIT_HISTORY,PRESERVE_OR_CORRECT_UNDER_AUTHORIZED_GITHUB_ACTION,GITHUB_PUBLIC_TREE_CORRECTED,NO,630cf63a166c7fcf438e92385b3632a1e6132b632c5e31176f5cf98651dadfad,Locked or exact source artifact
documents/document_07/The_Interrogative_Conscience_Document_7_Deception_Disclosure_and_Informational_Degradation_Final_v1_0.pdf,136257,NORMAL_GIT_HISTORY,PRESERVE_OR_CORRECT_UNDER_AUTHORIZED_GITHUB_ACTION,GITHUB_PUBLIC_TREE_CORRECTED,NO,4c3fe081b8ab6d1b61238b2d4c720351fa483208d97d739754567c6684b20486,Locked or exact source artifact
documents/document_08/README.md,2285,NORMAL_GIT_HISTORY,PRESERVE_OR_CORRECT_UNDER_AUTHORIZED_GITHUB_ACTION,GITHUB_PUBLIC_TREE_CORRECTED,NO,4d906a6ecb9cb023dbb6d3521f416df6ec1c15929e122040847d244038a070c3,Locked or exact source artifact
documents/document_08/The_Interrogative_Conscience_Document_8_Autonomy_Irreversibility_and_Recoverable_Futures_Final_v1_0.pdf,131063,NORMAL_GIT_HISTORY,PRESERVE_OR_CORRECT_UNDER_AUTHORIZED_GITHUB_ACTION,GITHUB_PUBLIC_TREE_CORRECTED,NO,6dce31ed2f7494248fe91a875709485c97206c1713eae107d7c488ebdc0dcab9,Locked or exact source artifact
documents/document_09/README.md,2227,NORMAL_GIT_HISTORY,PRESERVE_OR_CORRECT_UNDER_AUTHORIZED_GITHUB_ACTION,GITHUB_PUBLIC_TREE_CORRECTED,NO,35ded22427ba06f247aabd46e89413eed0f294e612d2c599814798a5bff4ed75,Locked or exact source artifact
documents/document_09/The_Interrogative_Conscience_Document_9_Cooperation_Peace_and_Repeated_Interaction_Final_v1_0.pdf,119491,NORMAL_GIT_HISTORY,PRESERVE_OR_CORRECT_UNDER_AUTHORIZED_GITHUB_ACTION,GITHUB_PUBLIC_TREE_CORRECTED,NO,d46b1cf3b82a7abb1cfbf481edc1f212e1240f366b15c75491077cbbf24cf770,Locked or exact source artifact
documents/document_10/README.md,2314,NORMAL_GIT_HISTORY,PRESERVE_OR_CORRECT_UNDER_AUTHORIZED_GITHUB_ACTION,GITHUB_PUBLIC_TREE_CORRECTED,NO,4b6efe6c8ebebfc352d23851536b1a48b5a2e9c02b44c4e7bdc441e2f221aa7b,Locked or exact source artifact
documents/document_10/The_Interrogative_Conscience_Document_10_Verification_Authority_Archives_and_Public_Reference_Final_v1_0.pdf,117153,NORMAL_GIT_HISTORY,PRESERVE_OR_CORRECT_UNDER_AUTHORIZED_GITHUB_ACTION,GITHUB_PUBLIC_TREE_CORRECTED,NO,c804ceb9ba992c6ad92348f15b2070e3fcbebe19af2fa2e456782e4a2029bd4f,Locked or exact source artifact
documents/document_11/README.md,2298,NORMAL_GIT_HISTORY,PRESERVE_OR_CORRECT_UNDER_AUTHORIZED_GITHUB_ACTION,GITHUB_PUBLIC_TREE_CORRECTED,NO,886a950ccf07f8a9b7897634d80ced42e289259d3d59a9b71c1c54f8f00b5bda,Locked or exact source artifact
documents/document_11/The_Interrogative_Conscience_Document_11_Successor_Systems_Precedent_and_Long_Horizon_Stability_Final_v1_0.pdf,119309,NORMAL_GIT_HISTORY,PRESERVE_OR_CORRECT_UNDER_AUTHORIZED_GITHUB_ACTION,GITHUB_PUBLIC_TREE_CORRECTED,NO,8b0359151a8b382961eb74d381a2c54fc6996767d25247dbb8a84f8c46df9b6e,Locked or exact source artifact
documents/document_12/README.md,2313,NORMAL_GIT_HISTORY,PRESERVE_OR_CORRECT_UNDER_AUTHORIZED_GITHUB_ACTION,GITHUB_PUBLIC_TREE_CORRECTED,NO,ccccc11f7c4442dcf94b01a3e55979fef55413c77526152db80a0fe94f32fe04,Locked or exact source artifact
documents/document_12/The_Interrogative_Conscience_Document_12_Plural_Intelligence_Disagreement_and_External_Boundaries_Final_v1_0.pdf,140323,NORMAL_GIT_HISTORY,PRESERVE_OR_CORRECT_UNDER_AUTHORIZED_GITHUB_ACTION,GITHUB_PUBLIC_TREE_CORRECTED,NO,acb0ed925ef37a091512bdb4cc32fb2d855ca324a3a275e484e3ff4b597668d1,Locked or exact source artifact
documents/document_13/README.md,2674,NORMAL_GIT_HISTORY,PRESERVE_OR_CORRECT_UNDER_AUTHORIZED_GITHUB_ACTION,GITHUB_PUBLIC_TREE_CORRECTED,NO,ccd30f9afefc5d2e5a5cc9239e12b6c547acd887625f22a22f9381be087ef138,Locked or exact source artifact
documents/document_13/The_Interrogative_Conscience_Document_13_Unresolved_Questions_and_Non_Identification_Register_Final_v1_0.pdf,140476,NORMAL_GIT_HISTORY,PRESERVE_OR_CORRECT_UNDER_AUTHORIZED_GITHUB_ACTION,GITHUB_PUBLIC_TREE_CORRECTED,NO,5ad8491fd15306b7f4551b0cac9a8425ce4cd95fdaa8cd3b2af8ab2311f3fe64,Locked or exact source artifact
documents/document_14/README.md,2605,NORMAL_GIT_HISTORY,PRESERVE_OR_CORRECT_UNDER_AUTHORIZED_GITHUB_ACTION,GITHUB_PUBLIC_TREE_CORRECTED,NO,3c80397c2817a19e2a381d9db8d13725432e79f7515d31cd3486124eb8717a66,Locked or exact source artifact
documents/document_14/The_Interrogative_Conscience_Document_14_Synthesis_and_Dependency_Atlas_Final_v1_0.pdf,197919,NORMAL_GIT_HISTORY,PRESERVE_OR_CORRECT_UNDER_AUTHORIZED_GITHUB_ACTION,GITHUB_PUBLIC_TREE_CORRECTED,NO,8db678901822f477a6a7f6061f93c8cc1f06dfefc29b7743218c75512c96a692,Locked or exact source artifact
LICENSE.md,773,NORMAL_GIT_HISTORY,PRESERVE_OR_CORRECT_UNDER_AUTHORIZED_GITHUB_ACTION,GITHUB_PUBLIC_TREE_CORRECTED,NO,b02f12e98896ffb699d6d57f0e96466beb7643208973857fad1b7a2a1f4e0dd4,"Mutable public wrapper, metadata, or verification file"
llms.txt,442,NORMAL_GIT_HISTORY,PRESERVE_OR_CORRECT_UNDER_AUTHORIZED_GITHUB_ACTION,GITHUB_PUBLIC_TREE_CORRECTED,NO,0dda466ea1cdd0406727eb1285df78b0353673bcca0086e7e0eb6b8dc2050b4d,"Mutable public wrapper, metadata, or verification file"
lock-records/document_01/The_Interrogative_Conscience_Document_1_Final_v1_0_Final_Lock_Record.json,2038,NORMAL_GIT_HISTORY,PRESERVE_OR_CORRECT_UNDER_AUTHORIZED_GITHUB_ACTION,GITHUB_PUBLIC_TREE_CORRECTED,NO,4077231cc566c48747b69e32ca44c84ce346af7399d0e38a130a5b3456286023,Locked or exact source artifact
lock-records/document_01/The_Interrogative_Conscience_Document_1_Final_v1_0_Final_Lock_Record.pdf,67186,NORMAL_GIT_HISTORY,PRESERVE_OR_CORRECT_UNDER_AUTHORIZED_GITHUB_ACTION,GITHUB_PUBLIC_TREE_CORRECTED,NO,650cc4edd2917c78063196d6920fabc196cba6fc7dc8ca38e7c313c5bd384d0e,Locked or exact source artifact
lock-records/document_02/The_Interrogative_Conscience_Document_2_Final_v1_0_Final_Lock_Record.json,2520,NORMAL_GIT_HISTORY,PRESERVE_OR_CORRECT_UNDER_AUTHORIZED_GITHUB_ACTION,GITHUB_PUBLIC_TREE_CORRECTED,NO,8f07e27c371e061fe8a36efffffb3581187bfa473a7c59d1b3077c0de559a032,Locked or exact source artifact
lock-records/document_02/The_Interrogative_Conscience_Document_2_Final_v1_0_Final_Lock_Record.pdf,69317,NORMAL_GIT_HISTORY,PRESERVE_OR_CORRECT_UNDER_AUTHORIZED_GITHUB_ACTION,GITHUB_PUBLIC_TREE_CORRECTED,NO,322ae8b3b1b029ed011bf071f8cb084f84279856220ac5ca2cd31435a9086530,Locked or exact source artifact
lock-records/document_03/The_Interrogative_Conscience_Document_3_Final_v1_0_Final_Lock_Record.json,2055,NORMAL_GIT_HISTORY,PRESERVE_OR_CORRECT_UNDER_AUTHORIZED_GITHUB_ACTION,GITHUB_PUBLIC_TREE_CORRECTED,NO,0dadfefe2e8343e4936348f2777ebe9ce73898f300ee95a28931817f49c18885,Locked or exact source artifact
lock-records/document_03/The_Interrogative_Conscience_Document_3_Final_v1_0_Final_Lock_Record.pdf,67436,NORMAL_GIT_HISTORY,PRESERVE_OR_CORRECT_UNDER_AUTHORIZED_GITHUB_ACTION,GITHUB_PUBLIC_TREE_CORRECTED,NO,9657630d8c6803d46e6b0f846eb6e7dc458c5b10310e7510ba83db5a8ce51c17,Locked or exact source artifact
lock-records/document_04/The_Interrogative_Conscience_Document_4_Final_v1_0_Final_Lock_Record.json,3436,NORMAL_GIT_HISTORY,PRESERVE_OR_CORRECT_UNDER_AUTHORIZED_GITHUB_ACTION,GITHUB_PUBLIC_TREE_CORRECTED,NO,8c452e5ea7f41e185b8f8948b15aebab9bfa51e92647c36851e6f7d5225a789a,Locked or exact source artifact
lock-records/document_04/The_Interrogative_Conscience_Document_4_Final_v1_0_Final_Lock_Record.pdf,5970,NORMAL_GIT_HISTORY,PRESERVE_OR_CORRECT_UNDER_AUTHORIZED_GITHUB_ACTION,GITHUB_PUBLIC_TREE_CORRECTED,NO,e5a2845fc6712856b4664b0bba7c57844ba42fd1f69a3d0aa1f11502c07b19d7,Locked or exact source artifact
lock-records/document_05/The_Interrogative_Conscience_Document_5_Final_v1_0_Final_Lock_Record.json,3885,NORMAL_GIT_HISTORY,PRESERVE_OR_CORRECT_UNDER_AUTHORIZED_GITHUB_ACTION,GITHUB_PUBLIC_TREE_CORRECTED,NO,f7a7692224f8d0e14242727f23ff4e2601acf81d070f9522d4fa416dad1f77f9,Locked or exact source artifact
lock-records/document_05/The_Interrogative_Conscience_Document_5_Final_v1_0_Final_Lock_Record.pdf,5946,NORMAL_GIT_HISTORY,PRESERVE_OR_CORRECT_UNDER_AUTHORIZED_GITHUB_ACTION,GITHUB_PUBLIC_TREE_CORRECTED,NO,d6f43e2199fd0723dd9833d7933d2ee4e2f2bf970c59edb56fbabfbd3bf927f3,Locked or exact source artifact
lock-records/document_06/The_Interrogative_Conscience_Document_6_Final_v1_0_Final_Lock_Record.json,4245,NORMAL_GIT_HISTORY,PRESERVE_OR_CORRECT_UNDER_AUTHORIZED_GITHUB_ACTION,GITHUB_PUBLIC_TREE_CORRECTED,NO,b9e02a698f53485487a1107a09ce1ab32c564bc2b64b863c6ac20bac956485c5,Locked or exact source artifact
lock-records/document_06/The_Interrogative_Conscience_Document_6_Final_v1_0_Final_Lock_Record.pdf,6137,NORMAL_GIT_HISTORY,PRESERVE_OR_CORRECT_UNDER_AUTHORIZED_GITHUB_ACTION,GITHUB_PUBLIC_TREE_CORRECTED,NO,7105eea6b03c38a72184144841abf1256a9cc5653d2abbeefa4e40755e27f2da,Locked or exact source artifact
lock-records/document_07/The_Interrogative_Conscience_Document_7_Final_v1_0_Final_Lock_Record.json,4637,NORMAL_GIT_HISTORY,PRESERVE_OR_CORRECT_UNDER_AUTHORIZED_GITHUB_ACTION,GITHUB_PUBLIC_TREE_CORRECTED,NO,8a3067796eacf1476228039bf20df590f71481c97f4782b49abbb823a93bf26b,Locked or exact source artifact
lock-records/document_07/The_Interrogative_Conscience_Document_7_Final_v1_0_Final_Lock_Record.pdf,6235,NORMAL_GIT_HISTORY,PRESERVE_OR_CORRECT_UNDER_AUTHORIZED_GITHUB_ACTION,GITHUB_PUBLIC_TREE_CORRECTED,NO,536fdc2eb6cba778d7caf38ad8216b538488299bce074097fa2d935cd32a12d7,Locked or exact source artifact
lock-records/document_08/The_Interrogative_Conscience_Document_8_Final_v1_0_Final_Lock_Record.json,5273,NORMAL_GIT_HISTORY,PRESERVE_OR_CORRECT_UNDER_AUTHORIZED_GITHUB_ACTION,GITHUB_PUBLIC_TREE_CORRECTED,NO,a67aa6c32f44d4d8c942cd34c8d6bc7af31950a149f3a6b113808598e108de70,Locked or exact source artifact
lock-records/document_08/The_Interrogative_Conscience_Document_8_Final_v1_0_Final_Lock_Record.pdf,6192,NORMAL_GIT_HISTORY,PRESERVE_OR_CORRECT_UNDER_AUTHORIZED_GITHUB_ACTION,GITHUB_PUBLIC_TREE_CORRECTED,NO,ea279036c0afcb50331fe1e4084d86628d9eb07d5ef2c57e14ed5ab8272fb129,Locked or exact source artifact
lock-records/document_09/The_Interrogative_Conscience_Document_9_Final_v1_0_Final_Lock_Record.json,5567,NORMAL_GIT_HISTORY,PRESERVE_OR_CORRECT_UNDER_AUTHORIZED_GITHUB_ACTION,GITHUB_PUBLIC_TREE_CORRECTED,NO,79d90c63c2e2e2130462d849b3a5c17f984a98ee1a13887853e9295710a19a1e,Locked or exact source artifact
lock-records/document_09/The_Interrogative_Conscience_Document_9_Final_v1_0_Final_Lock_Record.pdf,5833,NORMAL_GIT_HISTORY,PRESERVE_OR_CORRECT_UNDER_AUTHORIZED_GITHUB_ACTION,GITHUB_PUBLIC_TREE_CORRECTED,NO,9528c2cda5809a62db28723f3fa483d2e4097f58459f9d62c5dead9721b63972,Locked or exact source artifact
lock-records/document_10/The_Interrogative_Conscience_Document_10_Final_v1_0_Final_Lock_Record.json,5198,NORMAL_GIT_HISTORY,PRESERVE_OR_CORRECT_UNDER_AUTHORIZED_GITHUB_ACTION,GITHUB_PUBLIC_TREE_CORRECTED,NO,2798d8183222254bcf5f781ebf66bfbd4023c1b4b43a91fa10fedc8927b36162,Locked or exact source artifact
lock-records/document_10/The_Interrogative_Conscience_Document_10_Final_v1_0_Final_Lock_Record.pdf,5724,NORMAL_GIT_HISTORY,PRESERVE_OR_CORRECT_UNDER_AUTHORIZED_GITHUB_ACTION,GITHUB_PUBLIC_TREE_CORRECTED,NO,5dbab0b95ef5aca0d21b7efb4d2767025b433d22df56efefbd642036d9cc70d1,Locked or exact source artifact
lock-records/document_11/The_Interrogative_Conscience_Document_11_Final_v1_0_Final_Lock_Record.json,5370,NORMAL_GIT_HISTORY,PRESERVE_OR_CORRECT_UNDER_AUTHORIZED_GITHUB_ACTION,GITHUB_PUBLIC_TREE_CORRECTED,NO,138df05f858951a1e7142a999be4630f0c5220b9839bcf86ea36e3480159472f,Locked or exact source artifact
lock-records/document_11/The_Interrogative_Conscience_Document_11_Final_v1_0_Final_Lock_Record.pdf,5907,NORMAL_GIT_HISTORY,PRESERVE_OR_CORRECT_UNDER_AUTHORIZED_GITHUB_ACTION,GITHUB_PUBLIC_TREE_CORRECTED,NO,1cf485b9f6b66fca6d2c51c55db8d3973f4ec3bf1ea23322fe701c1e8e290230,Locked or exact source artifact
lock-records/document_12/The_Interrogative_Conscience_Document_12_Final_v1_0_Final_Lock_Record.json,5583,NORMAL_GIT_HISTORY,PRESERVE_OR_CORRECT_UNDER_AUTHORIZED_GITHUB_ACTION,GITHUB_PUBLIC_TREE_CORRECTED,NO,4fab3632c7a0fe703d5e85348e5eb1070be6604d32f4d0eb7ad6a38ab8e83c42,Locked or exact source artifact
lock-records/document_12/The_Interrogative_Conscience_Document_12_Final_v1_0_Final_Lock_Record.pdf,4969,NORMAL_GIT_HISTORY,PRESERVE_OR_CORRECT_UNDER_AUTHORIZED_GITHUB_ACTION,GITHUB_PUBLIC_TREE_CORRECTED,NO,22fa13cd41ef94931e96cbc99e7c6a9e5ec446360ea4cee90f37227e665351bb,Locked or exact source artifact
lock-records/document_13/The_Interrogative_Conscience_Document_13_Final_v1_0_Final_Lock_Record.json,6551,NORMAL_GIT_HISTORY,PRESERVE_OR_CORRECT_UNDER_AUTHORIZED_GITHUB_ACTION,GITHUB_PUBLIC_TREE_CORRECTED,NO,0656afa42b2f60c30d2180b86c8e7d1e1034a0ded132992b4a96b102aca632a5,Locked or exact source artifact
lock-records/document_13/The_Interrogative_Conscience_Document_13_Final_v1_0_Final_Lock_Record.pdf,5869,NORMAL_GIT_HISTORY,PRESERVE_OR_CORRECT_UNDER_AUTHORIZED_GITHUB_ACTION,GITHUB_PUBLIC_TREE_CORRECTED,NO,faf341a1422d19988b019e4ba8aeab78a8a9b61fe9e6e35ff9a1d3aaea9f80c4,Locked or exact source artifact
lock-records/document_14/The_Interrogative_Conscience_Document_14_Final_v1_0_Final_Lock_Record.json,7864,NORMAL_GIT_HISTORY,PRESERVE_OR_CORRECT_UNDER_AUTHORIZED_GITHUB_ACTION,GITHUB_PUBLIC_TREE_CORRECTED,NO,f3f0d88d015836fe01fc6a066225b6c045face944b907b32c8b4a1ead3428766,Locked or exact source artifact
lock-records/document_14/The_Interrogative_Conscience_Document_14_Final_v1_0_Final_Lock_Record.pdf,6670,NORMAL_GIT_HISTORY,PRESERVE_OR_CORRECT_UNDER_AUTHORIZED_GITHUB_ACTION,GITHUB_PUBLIC_TREE_CORRECTED,NO,c0e99354419992ef108a53411046f1cb9d7df78ea06015d0f594fe120436035b,Locked or exact source artifact
